case,pa_x_cm,pa_y_cm,pa_z_cm,va_x_cms,va_y_cms,va_z_cms,pb_x_cm,pb_y_cm,pb_z_cm,vb_x_cms,vb_y_cms,vb_z_cms,safety_cm,horizon_ms,expected_risk,expected_tcpa_ms,expected_dcpa_cm,telemetry_a_hex,telemetry_b_hex
1014,-1597,18743,8434,-919,1762,-891,19235,19345,-18976,-1736,665,-1201,813,5980,0,4669,33804,d70201000500000103f6000000000000fffff9c300004937000020f2fc6906e2fc85941a,d70201000500000203f600000000000000004b2300004b91ffffb5e0f9380299fb4f350d
1015,-8939,-12065,7127,406,-786,1712,-13541,15856,7732,1177,-1436,944,467,1084,0,13793,22259,d70201000500000103f7000000000000ffffdd15ffffd0df00001bd70196fcee06b00256,d70201000500000203f7000000000000ffffcb1b00003df000001e340499fa6403b021d8
1016,10193,-15363,18422,1446,-939,642,-19424,-10560,887,-581,217,1027,665,1532,0,,34752,d70201000500000103f8000000000000000027d1ffffc3fd000047f605a6fc5502823de6,d70201000500000203f8000000000000ffffb420ffffd6c000000377fdbb00d904038c2e
1017,1809,8874,13022,1682,596,1329,-13859,18023,13797,-366,1514,-946,541,14210,0,,18160,d70201000500000103f900000000000000000711000022aa000032de06920254053181bf,d70201000500000203f9000000000000ffffc9dd00004667000035e5fe9205eafc4eef48
1018,-15577,-8676,8537,-1455,573,-545,-12728,-14518,3384,724,958,724,824,7151,0,397,8232,d70201000500000103fa000000000000ffffc327ffffde1c00002159fa51023dfddf9e93,d70201000500000203fa000000000000ffffce48ffffc74a00000d3802d403be02d4e5e3
1019,9542,14844,6990,-100,875,330,-12209,5645,-7726,1280,-7,-1469,824,2031,0,,27826,d70201000500000103fb00000000000000002546000039fc00001b4eff9c036b014aedc8,d70201000500000203fb000000000000ffffd04f0000160dffffe1d20500fff9fa4391f9
1020,-8764,-19875,1082,255,1175,58,7500,-7392,-1686,-198,625,-1577,666,3092,0,3052,19959,d70201000500000103fc000000000000ffffddc4ffffb25d0000043a00ff0497003ae7fa,d70201000500000203fc00000000000000001d4cffffe320fffff96aff3a0271f9d7f747
1021,12595,11513,-12874,1874,1269,1147,-14199,-8457,4936,673,250,1463,1000,13292,0,,37867,d70201000500000103fd0000000000000000313300002cf9ffffcdb6075204f5047bdff1,d70201000500000203fd000000000000ffffc889ffffdef70000134802a100fa05b7c984
1022,-16867,-9685,10517,-1690,-1672,1833,-9640,3427,-3696,1095,-700,-1993,458,6005,0,,20643,d70201000500000103fe000000000000ffffbe1dffffda2b00002915f966f97807291a50,d70201000500000203fe000000000000ffffda5800000d63fffff1900447fd44f8379bef
1023,14145,-15370,69,1396,833,-262,-13685,293,-5852,1411,-1860,919,199,13333,0,5735,27757,d70201000500000103ff00000000000000003741ffffc3f60000004505740341fefa0341,d70201000500000203ff000000000000ffffca8b00000125ffffe9240583f8bc0397ee1d
1024,4303,197,-1573,-151,-1142,1813,-16410,-397,12724,-551,-1695,1439,422,13552,0,,25175,d7020100050000010400000000000000000010cf000000c5fffff9dbff69fb8a0715f991,d7020100050000020400000000000000ffffbfe6fffffe73000031b4fdd9f961059f3381
1025,9295,-6183,8084,-1741,468,362,18497,-17906,-11305,-1077,-91,1219,659,5332,0,2657,24239,d70201000500000104010000000000000000244fffffe7d900001f94f93301d4016a1c2b,d702010005000002040100000000000000004841ffffba0effffd3d7fbcbffa504c386b1
1026,-1196,-1906,-14525,-1213,748,1762,-5071,-11975,9073,-1976,-783,530,702,11232,0,2408,25446,d7020100050000010402000000000000fffffb54fffff88effffc743fb4302ec06e2a63c,d7020100050000020402000000000000ffffec31ffffd13900002371f848fcf10212e39f
1027,-9100,972,-16332,-10,1453,743,18588,4375,-18530,1602,1551,-1371,788,6281,0,,27982,d7020100050000010403000000000000ffffdc74000003ccffffc034fff605ad02e79b19,d70201000500000204030000000000000000489c00001117ffffb79e0642060ffaa5788a
1028,-14216,-2940,3399,-1882,935,-369,-11270,1130,-5988,1267,1367,325,533,5122,0,,10647,d7020100050000010404000000000000ffffc878fffff48400000d47f8a603a7fe8f43b6,d7020100050000020404000000000000ffffd3fa0000046affffe89c04f305570145cce6
1029,-3739,4757,5032,-1273,1710,1359,11752,-6333,2396,-1346,-1210,62,447,9502,0,,19232,d7020100050000010405000000000000fffff16500001295000013a8fb0706ae054ffb84,d702010005000002040500000000000000002de8ffffe7430000095cfabefb46003eae98
1030,-17326,885,19489,465,-547,1032,-5601,18189,4830,-1275,1128,-1219,385,1634,0,,25530,d7020100050000010406000000000000ffffbc520000037500004c2101d1fddd04080c78,d7020100050000020406000000000000ffffea1f0000470d000012defb050468fb3de8a3
1031,-13298,-12497,1545,-1913,1652,426,2498,-10790,11327,1666,-843,1585,555,11582,0,,18657,d7020100050000010407000000000000ffffcc0effffcf2f00000609f887067401aaf0b0,d7020100050000020407000000000000000009c2ffffd5da00002c3f0682fcb506311846
1032,-4948,-12421,15913,1347,-282,-1436,-16394,-9126,18431,-1481,-1295,-1040,262,1707,0,,12174,d7020100050000010408000000000000ffffecacffffcf7b00003e290543fee6fa641fc4,d7020100050000020408000000000000ffffbff6ffffdc5a000047fffa37faf1fbf01c9d
1033,-7722,7609,-355,792,-1451,1714,19324,14146,-2387,-438,-1709,544,393,9606,0,11049,20455,d7020100050000010409000000000000ffffe1d600001db9fffffe9d0318fa5506b24f4a,d702010005000002040900000000000000004b7c00003742fffff6adfe4af95302209dac
1034,17669,5741,-18162,-1590,1771,1466,-10944,-7282,-3638,-1880,1157,-922,588,13951,0,2984,33828,d702010005000001040a000000000000000045050000166dffffb90ef9ca06eb05bafec1,d702010005000002040a000000000000ffffd540ffffe38efffff1caf8a80485fc66af55
1035,19355,14521,11598,-267,41,435,2671,-15854,385,2000,-375,647,880,1819,0,5145,34422,d702010005000001040b00000000000000004b9b000038b900002d4efef5002901b356f6,d702010005000002040b00000000000000000a6fffffc2120000018107d0fe890287df6b
1036,-10453,-6560,3630,23,-1616,-1047,-10378,-2189,-2084,1106,1828,104,468,1912,0,,7194,d702010005000001040c000000000000ffffd72bffffe66000000e2e0017f9b0fbe91ea8,d702010005000002040c000000000000ffffd776fffff773fffff7dc045207240068174c
1037,17821,-11718,13526,291,-1039,-813,-15231,1543,7095,1901,-571,1885,542,10204,0,6378,29985,d702010005000001040d0000000000000000459dffffd23a000034d60123fbf1fcd30115,d702010005000002040d000000000000ffffc4810000060700001bb7076dfdc5075d6285
1038,9594,7606,16502,-799,373,502,14277,17591,11270,-1857,1476,821,841,13845,0,,12206,d702010005000001040e0000000000000000257a00001db600004076fce1017501f6faea,d702010005000002040e000000000000000037c5000044b700002c06f8bf05c403351cdf
1039,5779,-3168,-13337,1936,-1385,1375,10041,-8498,-15344,-1475,-1494,943,244,11314,0,1106,6010,d702010005000001040f00000000000000001693fffff3a0ffffcbe70790fa97055ff0f6,d702010005000002040f00000000000000002739ffffdeceffffc410fa3dfa2a03afa568
1040,-248,3718,-3,1647,1298,203,-9132,4830,18051,-27,-1974,-1980,138,11393,0,1542,19043,d7020100050000010410000000000000ffffff0800000e86fffffffd066f051200cb32f4,d7020100050000020410000000000000ffffdc54000012de00004683ffe5f84af8444a36
1041,9318,-10462,-15570,549,-169,1763,-14779,-7701,7024,1708,829,-747,594,14133,0,9478,17963,d702010005000001041100000000000000002466ffffd722ffffc32e0225ff5706e33845,d7020100050000020411000000000000ffffc645ffffe1eb00001b7006ac033dfd150a04
1042,-15430,-19887,3136,-788,-657,648,-14607,1696,6429,956,-1789,-1492,137,5812,0,3375,19389,d7020100050000010412000000000000ffffc3baffffb25100000c40fcecfd6f02884329,d7020100050000020412000000000000ffffc6f1000006a00000191d03bcf903fa2c7865
1043,4276,7101,-7560,-525,-1322,621,-8138,3942,15527,-842,1581,-482,156,1832,0,3151,24502,d7020100050000010413000000000000000010b400001bbdffffe278fdf3fad6026d6186,d7020100050000020413000000000000ffffe03600000f6600003ca7fcb6062dfe1eb5e8
1044,14159,-5662,-16455,-513,-1089,-70,-13884,16936,121,-980,-927,-1232,446,2793,0,1571,39596,d70201000500000104140000000000000000374fffffe9e2ffffbfb9fdfffbbfffba8099,d7020100050000020414000000000000ffffc9c40000422800000079fc2cfc61fb305c10
1045,16420,-2340,5744,1176,1934,1228,-13741,1284,19230,162,1697,492,357,13778,0,,33236,d702010005000001041500000000000000004024fffff6dc000016700498078e04cc88a1,d7020100050000020415000000000000ffffca530000050400004b1e00a206a101ecc5b2
1046,-3836,3000,8547,594,76,-191,-12720,858,-13259,1214,1337,-793,943,2625,0,,23643,d7020100050000010416000000000000fffff10400000bb8000021630252004cff41767d,d7020100050000020416000000000000ffffce500000035affffcc3504be0539fce7c82e
1047,-232,-15192,14717,960,852,-1954,11992,4287,-6795,-5,1122,-381,456,7961,0,11607,22868,d7020100050000010417000000000000ffffff18ffffc4a80000397d03c00354f85e82bc,d702010005000002041700000000000000002ed8000010bfffffe575fffb0462fe83a888
1048,-3775,15476,-2258,-1128,1388,1103,-7098,-7156,-16131,-1634,1351,475,936,4611,0,,26752,d7020100050000010418000000000000fffff14100003c74fffff72efb98056c044f5e83,d7020100050000020418000000000000ffffe446ffffe40cffffc0fdf99e054701dbed3f
1049,7860,1856,1454,562,419,1574,-2970,1415,11086,259,426,166,247,11287,0,4958,12620,d702010005000001041900000000000000001eb400000740000005ae023201a30626f262,d7020100050000020419000000000000fffff4660000058700002b4e010301aa00a6b4d8
1050,-17259,-11039,-2132,193,-279,-1164,10428,-12826,3144,1230,-1820,631,413,8039,0,,28241,d702010005000001041a000000000000ffffbc95ffffd4e1fffff7ac00c1fee9fb74c4fc,d702010005000002041a000000000000000028bcffffcde600000c4804cef8e402773b5d
1051,-17100,-2425,14204,-1065,820,699,-19152,-13554,237,1088,-1270,1764,589,9451,0,,17976,d702010005000001041b000000000000ffffbd34fffff6870000377cfbd7033402bb09b4,d702010005000002041b000000000000ffffb530ffffcb0e000000ed0440fb0a06e4108f
1052,5700,18087,13151,1272,-354,1068,-8203,-17277,19737,430,1243,1451,156,1809,0,12404,31036,d702010005000001041c00000000000000001644000046a70000335f04f8fe9e042c3fcc,d702010005000002041c000000000000ffffdff5ffffbc8300004d1901ae04db05ab2ac6
1053,10165,9848,-864,1155,-1284,1829,15491,7056,16733,1241,297,1020,983,12009,0,5754,15528,d702010005000001041d000000000000000027b500002678fffffca00483fafc07258888,d702010005000002041d00000000000000003c8300001b900000415d04d9012903fce2cf
1054,-15520,17340,-5070,-848,-1440,590,8780,-5016,-9710,-1800,975,180,863,8840,0,10891,17104,d702010005000001041e000000000000ffffc360000043bcffffec32fcb0fa60024ef5b1,d702010005000002041e0000000000000000224cffffec68ffffda12f8f803cf00b41b12
1055,3434,-1363,16440,1156,1237,1585,-19931,12088,1982,651,1242,-1091,689,3841,0,,30592,d702010005000001041f00000000000000000d6afffffaad00004038048404d50631f25c,d702010005000002041f000000000000ffffb22500002f38000007be028b04dafbbd91b4
1056,-7670,12501,17133,1456,-585,575,-8452,-18337,11415,-1515,-1479,1977,393,7337,0,,31373,d7020100050000010420000000000000ffffe20a000030d5000042ed05b0fdb7023f4bf7,d7020100050000020420000000000000ffffdefcffffb85f00002c97fa15fa3907b92ec9
1057,-8160,1388,2125,1952,-436,1493,-14272,-18600,18871,1965,204,1338,438,9538,0,35656,12876,d7020100050000010421000000000000ffffe0200000056c0000084d07a0fe4c05d582ec,d7020100050000020421000000000000ffffc840ffffb758000049b707ad00cc053ae938
1058,5083,-18421,-16938,297,699,1525,1188,5308,-2258,-47,-916,1989,446,6969,0,10256,22007,d7020100050000010422000000000000000013dbffffb80bffffbdd6012902bb05f5b1b1,d7020100050000020422000000000000000004a4000014bcfffff72effd1fc6c07c53d53
1059,12458,-2745,12629,-1424,532,-7,-3074,-3413,-4288,-1540,915,-1821,740,4583,0,,22975,d7020100050000010423000000000000000030aafffff54700003155fa700214fff94f6d,d7020100050000020423000000000000fffff3fefffff2abffffef40f9fc0393f8e3b856
1060,2476,-2893,-6029,-1991,187,-118,-12686,3894,-19537,-376,1543,-1286,288,6306,0,,21410,d7020100050000010424000000000000000009acfffff4b3ffffe873f83900bbff8aacfd,d7020100050000020424000000000000ffffce7200000f36ffffb3affe880607fafa4848
1061,-5729,1465,-14780,842,-1967,1695,-5465,-490,8315,1340,-1557,1293,101,8037,0,17231,19124,d7020100050000010425000000000000ffffe99f000005b9ffffc644034af851069f4a6e,d7020100050000020425000000000000ffffeaa7fffffe160000207b053cf9eb050d7e92
1062,2209,9756,16985,-1247,1412,-1661,15605,-19325,11648,1532,1064,-1677,933,3823,0,,32459,d7020100050000010426000000000000000008a10000261c00004259fb210584f98317b5,d702010005000002042600000000000000003cf5ffffb48300002d8005fc0428f9733f3e
1063,2299,1862,12763,-1493,1485,1255,-3569,-7128,-18735,-1661,-1446,594,948,9399,0,,33277,d7020100050000010427000000000000000008fb00000746000031dbfa2b05cd04e758f0,d7020100050000020427000000000000fffff20fffffe428ffffb6d1f983fa5a02528999
1064,18445,-5299,6122,143,-641,140,-16719,-18232,-7816,-864,-1310,-892,609,10609,0,,39975,d70201000500000104280000000000000000480dffffeb4d000017ea008ffd7f008c2351,d7020100050000020428000000000000ffffbeb1ffffb8c8ffffe178fca0fae2fc843711
1065,-18471,-6294,-9415,611,356,-1793,-6027,-8500,2143,-720,-1414,64,269,1845,0,,17126,d7020100050000010429000000000000ffffb7d9ffffe76affffdb3902630164f8ff6bae,d7020100050000020429000000000000ffffe875ffffdecc0000085ffd30fa7a0040d361
1066,18262,19744,16021,-25,1369,-1446,10262,-8186,4956,-1979,-1700,-281,729,7974,0,,31088,d702010005000001042a0000000000000000475600004d2000003e95ffe70559fa5ac844,d702010005000002042a00000000000000002816ffffe0060000135cf845f95cfee71a63
1067,-4186,-13957,-11270,1032,-198,70,-14580,4515,12042,-1675,1622,-719,161,2093,0,,31507,d702010005000001042b000000000000ffffefa6ffffc97bffffd3fa0408ff3a004617ab,d702010005000002042b000000000000ffffc70c000011a300002f0af9750656fd318cf0
1068,-7876,-18019,-6908,-403,1124,-972,8441,-9999,-4972,-852,878,820,823,3482,0,1678,18014,d702010005000001042c000000000000ffffe13cffffb99dffffe504fe6d0464fc34562b,d702010005000002042c000000000000000020f9ffffd8f1ffffec94fcac036e0334a4c0
1069,10318,-19638,8284,1497,-1346,-1781,9227,7538,-1517,-192,1226,950,830,6372,0,,28909,d702010005000001042d0000000000000000284effffb34a0000205c05d9fabef90bfafe,d702010005000002042d0000000000000000240b00001d72fffffa13ff4004ca03b6503e
1070,15570,14038,16419,-50,206,-374,-8796,-6048,-14314,-1557,695,-482,265,3803,0,,44064,d702010005000001042e00000000000000003cd2000036d600004023ffce00cefe8ad371,d702010005000002042e000000000000ffffdda4ffffe860ffffc816f9eb02b7fe1e7e37
1071,5398,15022,17288,831,-1711,-1745,-4018,-16217,-2412,-846,840,-144,364,8836,0,8032,26193,d702010005000001042f0000000000000000151600003aae00004388033ff951f92f8e5e,d702010005000002042f000000000000fffff04effffc0a7fffff694fcb20348ff70b6ab
1072,1941,-14751,15985,-355,-1271,-929,4408,8908,-15474,1745,454,-234,728,11595,0,,39439,d702010005000001043000000000000000000795ffffc66100003e71fe9dfb09fc5f9b0b,d702010005000002043000000000000000001138000022ccffffc38e06d101c6ff160130
1073,-19691,13617,18053,-1005,1652,346,6517,8003,-14576,1828,-1759,-634,443,13293,0,,42225,d7020100050000010431000000000000ffffb3150000353100004685fc130674015a9ead,d70201000500000204310000000000000000197500001f43ffffc7100724f921fd860151
1074,-16816,-3747,-17007,-274,-181,326,-19773,-14707,1646,-817,-1380,-282,368,14141,0,,21835,d7020100050000010432000000000000ffffbe50fffff15dffffbd91feeeff4b0146f7a5,d7020100050000020432000000000000ffffb2c3ffffc68d0000066efccffa9cfee68357
1075,-2013,48,18264,1745,199,548,-6746,-6516,2881,0,148,-656,773,14309,0,,17381,d7020100050000010433000000000000fffff823000000300000475806d100c702242cc6,d7020100050000020433000000000000ffffe5a6ffffe68c00000b4100000094fd70a3ea
1076,12441,-3599,5173,1258,-50,-434,13645,-12912,-13794,1997,1223,-317,272,2679,0,6047,19188,d702010005000001043400000000000000003099fffff1f10000143504eaffcefe4e3796,d70201000500000204340000000000000000354dffffcd90ffffca1e07cd04c7fec360f1
1077,-3114,18039,-11148,-789,480,1699,13196,17293,-2614,-319,904,1293,749,10820,0,,18422,d7020100050000010435000000000000fffff3d600004677ffffd474fceb01e006a3ab19,d70201000500000204350000000000000000338c0000438dfffff5cafec10388050d8232
1078,-12467,-9154,-10159,-867,-1253,-132,-12324,5831,15611,-1799,1083,1363,405,3984,0,,29810,d7020100050000010436000000000000ffffcf4dffffdc3effffd851fc9dfb1bff7cf9d4,d7020100050000020436000000000000ffffcfdc000016c700003cfbf8f9043b05532399
1079,-16945,-18718,-8647,667,-1154,872,2679,19128,17415,1593,1513,-1977,760,8443,0,,49966,d7020100050000010437000000000000ffffbdcfffffb6e2ffffde39029bfb7e0368c1b9,d702010005000002043700000000000000000a7700004ab800004407063905e9f847f568
1080,-10232,7675,-1171,642,57,1695,14345,-6650,11052,975,-1806,-1720,504,3440,0,451,30911,d7020100050000010438000000000000ffffd80800001dfbfffffb6d02820039069f7155,d702010005000002043800000000000000003809ffffe60600002b2c03cff8f2f948541f
1081,14186,-17474,8835,-1089,1342,-603,1019,-10310,-11696,794,1307,-412,357,6261,0,8083,20299,d70201000500000104390000000000000000376affffbbbe00002283fbbf053efda5aad4,d7020100050000020439000000000000000003fbffffd7baffffd250031a051bfe646190
1082,6765,11628,12942,1474,1024,1769,8689,-15728,-2726,1067,749,-784,898,4793,0,,31583,d702010005000001043a00000000000000001a6d00002d6c0000328e05c2040006e97092,d702010005000002043a000000000000000021f1ffffc290fffff55a042b02edfcf0d65b
1083,14681,10153,-5358,-819,-50,380,13232,-5654,13130,1332,1662,1979,699,8171,0,61,24366,d702010005000001043b00000000000000003959000027a9ffffeb12fccdffce017c80d4,d702010005000002043b000000000000000033b0ffffe9ea0000334a0534067e07bb1996
1084,-5373,-18753,4251,-1062,-1537,-90,13688,-11510,2957,1546,1189,-296,359,1036,0,,20431,d702010005000001043c000000000000ffffeb03ffffb6bf0000109bfbdaf9ffffa6a944,d702010005000002043c00000000000000003578ffffd30a00000b8d060a04a5fed8dc89
1085,-13597,-15443,-995,518,-938,-789,-8523,-4926,3100,49,1338,1841,845,8689,0,,12374,d702010005000001043d000000000000ffffcae3ffffc3adfffffc1d0206fc56fceb22de,d702010005000002043d000000000000ffffdeb5ffffecc200000c1c0031053a0731c708
1086,-8319,18443,445,-588,161,-638,17048,16398,3444,524,-1531,942,287,12648,0,,25625,d702010005000001043e000000000000ffffdf810000480b000001bdfdb400a1fd82ab3c,d702010005000002043e000000000000000042980000400e00000d74020cfa0503aee1f8
1087,10078,-15206,-8559,37,1602,-249,-1401,16622,19874,-433,-429,-1809,862,6351,0,15282,19234,d702010005000001043f0000000000000000275effffc49affffde9100250642ff073ddb,d702010005000002043f000000000000fffffa87000040ee00004da2fe4ffe53f8ef296f
1088,-9830,-6932,-2386,901,-1300,-213,1435,-18677,511,-981,-537,529,437,4620,0,5992,10265,d7020100050000010440000000000000ffffd99affffe4ecfffff6ae0385faecff2bceab,d70201000500000204400000000000000000059bffffb70b000001fffc2bfde702115614
1089,19175,10809,-11051,1456,300,-313,-8033,-18621,430,1132,-494,678,529,7236,0,,41691,d702010005000001044100000000000000004ae700002a39ffffd4d505b0012cfec708a1,d7020100050000020441000000000000ffffe09fffffb743000001ae046cfe1202a63daf
1090,4364,-9231,257,-1359,1796,1581,-9717,-10999,-4803,321,552,-550,649,1835,0,1198,14636,d70201000500000104420000000000000000110cffffdbf100000101fab10704062d73d1,d7020100050000020442000000000000ffffda0bffffd509ffffed3d01410228fdda75ce
1091,-11933,17193,2724,-707,316,367,-14720,2149,-7923,1540,-1057,-1836,769,14948,0,,18639,d7020100050000010443000000000000ffffd1630000432900000aa4fd3d013c016fbb96,d7020100050000020443000000000000ffffc68000000865ffffe10d0604fbdff8d45566
1092,16428,6855,-9624,-1386,180,-1829,-14913,-9092,12549,-1730,421,991,301,3568,0,,41571,d70201000500000104440000000000000000402c00001ac7ffffda68fa9600b4f8db5117,d7020100050000020444000000000000ffffc5bfffffdc7c00003105f93e01a503dffe4e
1093,-1990,8523,18266,-1341,52,543,17405,-16420,6391,-1130,405,-1493,758,3675,0,,33754,d7020100050000010445000000000000fffff83a0000214b0000475afac30034021fae5c,d7020100050000020445000000000000000043fdffffbfdc000018f7fb960195fa2bc990
1094,-8348,-17531,-5481,-993,-202,-1691,-923,8400,-177,-1297,-477,1890,794,3831,0,,27489,d7020100050000010446000000000000ffffdf64ffffbb85ffffea97fc1fff36f965c5dc,d7020100050000020446000000000000fffffc65000020d0ffffff4ffaeffe230762c3e9
1095,15174,14329,-14813,-188,483,-601,-13044,-1498,1794,-983,-17,1782,792,11993,0,,36366,d702010005000001044700000000000000003b46000037f9ffffc623ff4401e3fda7e284,d7020100050000020447000000000000ffffcd0cfffffa2600000702fc29ffef06f661ec
1096,1546,4792,-679,518,1142,1939,-7771,-1669,-18519,-687,-169,-461,640,14779,0,,21138,d70201000500000104480000000000000000060a000012b8fffffd59020604760793d95c,d7020100050000020448000000000000ffffe1a5fffff97bffffb7a9fd51ff57fe33c6b8
1097,-19328,-7968,5870,938,1645,-339,-19885,8989,-3918,-34,-249,-92,475,8436,0,7401,11492,d7020100050000010449000000000000ffffb480ffffe0e0000016ee03aa066dfead9072,d7020100050000020449000000000000ffffb2530000231dfffff0b2ffdeff07ffa44b1b
